Plate,Well,row,column,Sample,Soil,Genotype,Plot,Fraction,OTU_Header,DADA2_Header,Phosphate,Pot,Depth,LDepth,CAP1,CAP2,CAP3,CAP4,CAP5,MDS1
Plate2,F7,f,7,R58,low+Pi-4,Col-0,Plot10,Root,P46Plate2,Plate2_F7,low+Pi,Pot58,45149,10.7177234102056,-0.620603786525725,0.315656410512445,-0.0621732373784234,1.86899047054211,-0.569457188020638,-0.171949415573346
Plate2,G1,g,1,L33,medium-3,phf1,Plot8,Shoot,P81Plate2,Plate2_G1,medium,Pot33,41461,10.6325085053323,1.03976430631276,0.418456319223982,-0.643936696650504,-0.505733192202554,0.781498548912273,0.509824199002096
Plate2,G10,g,10,L25,medium-1,phr1/phl1,Plot2,Shoot,P62Plate2,Plate2_G10,medium,Pot25,49303,10.8057402101064,0.554378432930151,0.779679566926641,0.0344524507503397,-1.49535606996828,-0.927259885793582,-0.341210471445575
Plate2,G12,g,12,R66,low+Pi-6,phr1/phl1,Plot16,Root,P45Plate2,Plate2_G12,low+Pi,Pot66,53634,10.8899384743159,-0.805485045674848,0.226611965360613,1.28130956393238,0.355255034221388,-0.340366415689732,1.07926846587547
Plate2,G2,g,2,L8,low-2,phr1/phl1,Plot4,Shoot,P33Plate2,Plate2_G2,low,Pot8,20953,9.95003711318911,0.841959160083744,0.536857401325231,1.54822909355725,-1.35638330028114,-0.0203130302162726,-0.176358748907822
Plate2,G3,g,3,R5,low-5,Col-0,Plot13,Root,P1Plate2,Plate2_G3,low,Pot5,40363,10.6056688027259,-0.558915400628212,0.562498137428754,-0.0121826906812798,-1.14213765782508,-0.684902520543206,0.977531194324031
Plate2,G4,g,4,S72,low+Pi-6,phf1,Plot16,Soil,P11Plate2,Plate2_G4,low+Pi,Pot72,41217,10.6266060715921,0.142733299659919,-2.54797862587585,-1.69018925668464,0.410574461955081,0.203804371603503,-1.21275142185928
Plate2,G6,g,6,S65,low+Pi-5,phr1/phl1,Plot13,Soil,P52Plate2,Plate2_G6,low+Pi,Pot65,22532,10.0226918000146,0.158889780492072,-2.53577209045966,-0.870541240711307,0.878449515895137,-0.956951052972357,-1.1584779787944
Plate2,G7,g,7,L30,medium-6,phr1/phl1,Plot17,Shoot,P79Plate2,Plate2_G7,medium,Pot30,34775,10.4566540167916,0.293578657843039,0.879887048582085,2.17588450238837,-0.4643791621055,-0.955843237294126,-0.348788968583797
Plate2,G8,g,8,L41,high-5,Col-0,Plot15,Shoot,P95Plate2,Plate2_G8,high,Pot41,28178,10.2462968106132,0.502706199234644,0.430524649884941,-0.271283985590496,-0.395739642019148,-1.09875295794935,-0.528391047145394
Plate2,H1,h,1,R32,medium-2,phf1,Plot5,Root,P35Plate2,Plate2_H1,medium,Pot32,51567,10.8506372119963,-0.656151148727251,-0.0198299061463028,-0.0967896007086345,0.403640072684879,1.40786886761025,-0.392907903941062
Plate2,H3,h,3,L13,low-1,phf1,Plot1,Shoot,P26Plate2,Plate2_H3,low,Pot13,62536,11.0434976699002,0.835707290156017,0.137456131420521,-0.41518387104838,-1.35331612089925,2.07209716715479,0.300561371597334
Plate2,H4,h,4,L23,medium-5,Col-0,Plot14,Shoot,P88Plate2,Plate2_H4,medium,Pot23,56466,10.9413939660868,0.659114988257916,0.572480088184957,-0.841638494249017,-0.204341413335715,-1.08999858525972,-0.559060232205304
Plate2,H5,h,5,R72,low+Pi-6,phf1,Plot16,Root,P10Plate2,Plate2_H5,low+Pi,Pot72,46257,10.7419680828395,-0.777652318079043,0.684170990360736,0.399909919970477,1.06485520093972,0.858018180787726,1.19616532330324
Plate2,H6,h,6,R65,low+Pi-5,phr1/phl1,Plot13,Root,P91Plate2,Plate2_H6,low+Pi,Pot65,49385,10.8074020133422,-0.962312515592065,0.566802625126312,1.72305718336437,1.04234540494677,-0.564331697552488,1.12185120239866
Plate3,A2,a,2,R15,low-3,phf1,Plot7,Root,P16Plate3,Plate3_A2,low,Pot15,57696,10.962943126003,-1.02430353411641,0.271101552840985,-0.498799531872615,0.0560367032576658,0.82678898833362,-0.998585187510209
Plate3,A3,a,3,R21,medium-3,Col-0,Plot8,Root,P87Plate3,Plate3_A3,medium,Pot21,55106,10.9170138821346,-1.24553322546331,0.461503057977418,-0.961211810330023,0.334895353659304,-0.586690603101493,-1.08412981692243
Plate3,A5,a,5,L59,low+Pi-5,Col-0,Plot13,Shoot,P42Plate3,Plate3_A5,low+Pi,Pot59,23414,10.0610894130396,0.63404931459235,0.558630531336977,-0.402495688032053,1.7128955983902,-1.48313591687135,-0.239935813536817
Plate3,A6,a,6,L18,low-6,phf1,Plot16,Shoot,P9Plate3,Plate3_A6,low,Pot18,35737,10.4839418456268,0.955254654944402,0.206893151919041,-1.09392990491814,-0.633314754177804,1.62390920295915,-1.10428660554975
Plate3,B1,b,1,L24,medium-6,Col-0,Plot17,Shoot,P75Plate3,Plate3_B1,medium,Pot24,62619,11.044824025414,0.588864683673856,0.59965963023583,-0.834821552700929,0.23378570001292,-0.299046779736504,-0.0907761020920454
Plate3,B4,b,4,S3,low-3,Col-0,Plot7,Soil,P17Plate3,Plate3_B4,low,Pot3,3117,8.04462627976734,0.323990191566786,-0.922149755745968,0.706770931768432,-2.74906056826582,-1.20313464113248,0.559481050022022
Plate3,C1,c,1,R67,low+Pi-1,phf1,Plot1,Root,P38Plate3,Plate3_C1,low+Pi,Pot67,36423,10.5029557222121,-0.780404555142361,-0.130715490958815,0.0795993384427502,2.02814742336614,0.582160979945817,-0.321429046333313
Plate3,C2,c,2,L2,low-2,Col-0,Plot4,Shoot,P23Plate3,Plate3_C2,low,Pot2,36183,10.4963446742514,1.15177607782241,0.447824262915892,-1.1187800437621,-1.26894277410841,0.136135329568688,0.868122161043216
Plate3,C4,c,4,L29,medium-5,phr1/phl1,Plot14,Shoot,P30Plate3,Plate3_C4,medium,Pot29,47220,10.7625728106395,0.800453703134536,0.667789863741576,0.72868072982657,1.19277117343918,-0.330932215282957,-1.11658895222726
Plate3,D1,d,1,L1,low-1,Col-0,Plot1,Shoot,P61Plate3,Plate3_D1,low,Pot1,42793,10.664129816792,1.17786625683077,-0.149985685512112,-0.962689705449596,-2.04030690437895,-1.09325111012143,0.960383633219448
Plate3,D2,d,2,L17,low-5,phf1,Plot13,Shoot,P25Plate3,Plate3_D2,low,Pot17,37512,10.5324161607694,0.62883892223272,0.0900864948498301,-1.17701013061449,-1.35522249654525,1.43181891637954,-0.662481092870163
Plate3,D3,d,3,S54,high-6,phf1,Plot18,Soil,P85Plate3,Plate3_D3,high,Pot54,46895,10.755666338943,0.247540959027637,-1.88631267708082,-0.785964360133688,0.224790661297991,0.240858232796846,-0.515842809962713
Plate3,E1,e,1,L72,low+Pi-6,phf1,Plot16,Shoot,P3Plate3,Plate3_E1,low+Pi,Pot72,45712,10.7301161244706,0.91293591783163,0.604873388224469,-0.491364233472853,1.70274141622493,-0.0574989364199165,-0.990558820450728
Plate3,E2,e,2,R43,high-1,phr1/phl1,Plot3,Root,P69Plate3,Plate3_E2,high,Pot43,9036,9.10897187758789,-0.366953623473376,-0.615611509058786,1.33171823772523,-1.44092567809776,-0.307969046586011,0.169512236561062
Plate3,E3,e,3,R3,low-3,Col-0,Plot7,Root,P59Plate3,Plate3_E3,low,Pot3,37922,10.5432866975941,-1.02610042755962,0.386968206953247,-0.771080960026911,-0.121026805774382,-0.762037857122136,-1.031794580843
Plate3,E4,e,4,L56,low+Pi-2,Col-0,Plot4,Shoot,P56Plate3,Plate3_E4,low+Pi,Pot56,35659,10.4817568483991,0.556210666559432,0.161660728047238,-1.14351870814557,0.146092116687154,-1.69245474320869,0.749612247604176
Plate3,F1,f,1,R60,low+Pi-6,Col-0,Plot16,Root,P6Plate3,Plate3_F1,low+Pi,Pot60,50307,10.8258995114152,-0.926944644447341,0.621139684158297,0.529880333567454,0.59969237764531,-0.557666360199151,1.50714075007831
Plate3,F2,f,2,L67,low+Pi-1,phf1,Plot1,Shoot,P94Plate3,Plate3_F2,low+Pi,Pot67,32079,10.3759568894248,1.20422520530332,0.0858761590777655,-0.538545094514759,2.10125260694741,0.873287744995114,0.543084703873151
Plate3,F4,f,4,L68,low+Pi-2,phf1,Plot4,Shoot,P80Plate3,Plate3_F4,low+Pi,Pot68,44504,10.7033343517551,1.19832394823612,0.852517524516398,-0.627293361856332,1.96900088597444,0.569945424007893,0.14161099795352
Plate3,F6,f,6,L47,high-5,phr1/phl1,Plot15,Shoot,P24Plate3,Plate3_F6,high,Pot47,36146,10.4953215713956,0.618109262913491,0.569327362336736,1.12785970254373,0.175344212601338,-0.0229242631401849,-0.910853329002515
Plate3,G1,g,1,L15,low-3,phf1,Plot7,Shoot,P81Plate3,Plate3_G1,low,Pot15,32118,10.3771718996214,0.846942791922391,0.153162698214219,-0.120105239934022,-0.438022288820533,1.84609630172996,0.597684418362185
Plate3,G2,g,2,R52,high-4,phf1,Plot12,Root,P33Plate3,Plate3_G2,high,Pot52,23082,10.0468083719804,-0.90783011767687,0.0999164298222024,-0.752578051725216,0.200652873832433,0.990352564085998,-0.451707381544413
Plate3,G3,g,3,L28,medium-4,phr1/phl1,Plot11,Shoot,P1Plate3,Plate3_G3,medium,Pot28,42259,10.6515726278517,0.940493662702954,0.740408623573053,1.3303060561103,0.303660306580328,0.248866682944912,-0.121591245652226
Plate3,G4,g,4,R48,high-6,phr1/phl1,Plot18,Root,P11Plate3,Plate3_G4,high,Pot48,48044,10.7798725366744,-1.09471994662582,1.16549185716797,1.77206542955737,0.290751572091625,-0.141686232438554,0.771232718108425
Plate3,G5,g,5,L42,high-6,Col-0,Plot18,Shoot,P53Plate3,Plate3_G5,high,Pot42,42163,10.6492983381789,0.687230888122029,0.582067801791641,-0.976562235435884,-1.0681840350541,-0.475446650598191,0.0385949805052186
Plate3,H2,h,2,R12,low-6,phr1/phl1,Plot16,Root,P77Plate3,Plate3_H2,low,Pot12,55563,10.9252727910909,-1.05184926119105,0.534876322434756,0.945316126897912,-1.43563654038608,0.804851814920603,1.09517314937464
Plate3,H3,h,3,L22,medium-4,Col-0,Plot11,Shoot,P26Plate3,Plate3_H3,medium,Pot22,40798,10.6163883395829,1.2861695048229,0.940584046617279,-0.396031028237586,1.25996622072887,-0.431409440612931,0.275788185137422
Plate3,H4,h,4,L55,low+Pi-1,Col-0,Plot1,Shoot,P88Plate3,Plate3_H4,low+Pi,Pot55,37855,10.5415183505374,1.15658952649622,0.386281388525222,-0.823654827019206,1.59250567909193,-1.37783738441938,0.459825546259296
Plate3,H5,h,5,L19,medium-1,Col-0,Plot2,Shoot,P10Plate3,Plate3_H5,medium,Pot19,46080,10.7381342953698,0.591210727915886,0.932355583079279,-0.569585681908053,-0.565720579363771,-1.13560968220298,-0.208705065231239
